kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4159,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,100,present,2012-05-17,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4160,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,2,present,2012-05-17,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4161,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,49,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4162,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,7,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4163,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4164,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4165,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4166,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4167,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4168,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4169,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4170,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4171,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4172,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4173,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4174,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4175,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4176,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4177,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4178,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4179,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4180,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4181,Boyan Petrov | Nia Toshkova | Blagovesta Pavlova,1,present,2012-05-17,capturing,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4182,,1,present,1959-09-08,unknown,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4183,,15,present,2011-02-13,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4184,,5,present,2010-01-21,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4185,,1,present,2010-01-21,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4186,Boyan Petrov | Antonia Hubancheva | Sofia Titorenkova,26,present,2015-06-27,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4187,Boyan Petrov | Antonia Hubancheva | Sofia Titorenkova,1,present,2015-06-27,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4188,Boyan Petrov | Antonia Hubancheva | Sofia Titorenkova,210,present,2015-06-27,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4189,Boyan Petrov | Antonia Hubancheva | Sofia Titorenkova,253,present,2015-06-27,roost observation,BG,Kalenskata Peshtera,43.22163,23.7474,442,442,442,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4190,,2,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4191,,4,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4192,,22,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4193,,4,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4194,,117,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4195,,9,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4196,,4,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4197,,4,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4198,,1,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4199,,6,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus mehelyi,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4200,,4,present,2009-05-03,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4201,,14,present,2008-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4202,,14,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4203,,2,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4204,,2,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4205,,28,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4206,,150,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4207,,10,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4208,,1,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4209,,5,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4210,,2,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4211,,6,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4212,,1,present,2010-09-10,capturing,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Nyctalus noctula,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4213,,10,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus mehelyi,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4214,,1,present,2010-09-10,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4215,,5,present,2010-12-12,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4216,,500,present,2010-12-12,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus media,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4217,Boyan Petrov | Nia Toshkova,5,present,2012-03-02,roost observation,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4218,Boyan Petrov | Nia Toshkova,1,present,2012-03-02,roost observation,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4219,Boyan Petrov | Nia Toshkova,15,present,2012-03-02,roost observation,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4220,Boyan Petrov | Nia Toshkova | Stoyan Goranov,2,present,2012-12-07,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4221,Boyan Petrov | Nia Toshkova | Stoyan Goranov,6,present,2012-12-07,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4222,Slaveya Stoicheva,4,present,2013-08-16,roost observation,BG,Kaleto,42.15021,27.35771,237,237,237,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4223,Slaveya Stoicheva,20,present,2013-08-16,roost observation,BG,Kaleto,42.15021,27.35771,237,237,237,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4224,Slaveya Stoicheva,2,present,2013-08-16,roost observation,BG,Kaleto,42.15021,27.35771,237,237,237,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4225,Slaveya Stoicheva,1,present,2013-08-16,roost observation,BG,Kaleto,42.15021,27.35771,237,237,237,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4226,Slaveya Stoicheva,1,present,2013-08-16,roost observation,BG,Kaleto,42.15021,27.35771,237,237,237,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4227,Boyan Petrov | Nia Toshkova,2,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4228,Boyan Petrov | Nia Toshkova,3,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4229,Boyan Petrov | Nia Toshkova,3,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4230,Boyan Petrov | Nia Toshkova,1,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus mehelyi,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4231,Boyan Petrov | Nia Toshkova,2,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4232,Boyan Petrov | Nia Toshkova,1,present,2011-09-19,capturing,BG,Kaleto,42.15031,27.3578,281,281,281,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4233,,30,present,1957-07-22,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4234,,2,present,2008-04-23,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4235,,2,present,2009-09-24,roost observation,BG,Kaleto,42.15031,27.3578,275,275,275,cave,WGS84,Barbastella barbastellus,sp.,ICZN
