ID,date (DD/MM/YYYY),eventDate,"latitude (decimal degrees, YY.YYYYY)","longitude (decimal degrees, XX.XXXXX)",alt (m),site type,site name,species,development,male,female,juv,counts,method,notes,data owner 1,data owner 2,data owner 3,refference
BG:BATDATA:2892,1999-01-10T00:00:00Z,1999-01-10,43.83347,25.92941,15,river,Estuary of the Rusenski Lom River,Pipistrellus nathusii,,,,,1,roost observation,,,,,
BG:BATDATA:2893,1999-01-10T00:00:00Z,1999-01-10,43.83347,25.92941,15,river,Estuary of the Rusenski Lom River,Pipistrellus pipistrellus,,,,,1,roost observation,,,,,
BG:BATDATA:2894,1925-09-15T00:00:00Z,1925-09-15,43.22368,27.9901,100,building,Evksвograd,Plecotus austriacus,,,1,,2,roost observation,,,,,
BG:BATDATA:2895,1935-08-20T00:00:00Z,1935-08-20,43.22368,27.9901,100,building,Evksвograd,Plecotus austriacus,,1,,,1,capturing,,,,,
BG:BATDATA:2896,1996-06-15T00:00:00Z,1996-06-15,41.79234,23.16283,260,tunnel,Exit of railway tunnel 13-14,Myotis emarginatus,,0,,,1,roost observation,,,,,
BG:BATDATA:2897,2021-02-26T23:00:00Z,2021-02-27,43.09748,23.60539,250,cave,Ezeroto,Rhinolophus hipposideros,,,,,8,roost observation,,Krasimir Lakovski,Olya Genova,,
BG:BATDATA:2898,2010-12-12T00:00:00Z,2010-12-12,42.15093,27.35736,240,cave,Ezeroto Brezhenka,Miniopterus schreibersii,,0,,,1,roost observation,,,,,
BG:BATDATA:2899,2010-12-12T00:00:00Z,2010-12-12,42.15093,27.35736,240,cave,Ezeroto Brezhenka,Rhinolophus ferrumequinum,,0,,,1,roost observation,,,,,
BG:BATDATA:2900,2010-12-12T00:00:00Z,2010-12-12,42.15093,27.35736,240,cave,Ezeroto Brezhenka,Rhinolophus hipposideros,,0,,,3,roost observation,,,,,
BG:BATDATA:2901,2012-02-03T00:00:00Z,2012-02-03,42.15093,27.35736,240,cave,Ezeroto Brezhenka,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:2902,2011-09-20T00:00:00Z,2011-09-20,42.15093,27.35736,240,cave,Ezeroto Brezhenka,Rhinolophus hipposideros,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:2903,2013-08-17T00:00:00Z,2013-08-17,42.15076,27.35753,260,cave,Ezeroto Brezhenka,Rhinolophus euryale,,0,,,200,roost observation,,Slaveya Stoicheva,,Alexander Dzheferov,
BG:BATDATA:2904,2011-09-18T00:00:00Z,2011-09-18,41.79379,24.8624,797,other,Facility at Khan Asparuh site,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:2905,2011-09-18T00:00:00Z,2011-09-18,41.79379,24.8624,797,other,Facility at Khan Asparuh site,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:2906,2008-10-30T00:00:00Z,2008-10-30,42.68388,23.33337,0,building,Faculty of Biology,Plecotus austriacus,,0,1,,2,capturing,,,,,
BG:BATDATA:2907,2007-10-10T00:00:00Z,2007-10-10,42.68388,23.33337,0,building,Faculty of Biology,Pipistrellus nathusii,,1,,,2,capturing,,,,,
BG:BATDATA:2908,2010-10-22T00:00:00Z,2010-10-22,42.69758,23.33459,550,building,"Faculty of Journalism, 4th floor",Nyctalus leisleri,,1,,,2,roost observation,,,,,
BG:BATDATA:2909,2012-12-07T00:00:00Z,2012-12-07,42.97055,25.24944,590,cave,Farfula,Rhinolophus euryale,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:2910,2012-12-07T00:00:00Z,2012-12-07,42.97055,25.24944,590,cave,Farfula,Rhinolophus hipposideros,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:2911,2012-12-07T00:00:00Z,2012-12-07,42.97055,25.24944,590,cave,Farfula,Rhinolophus hipposideros,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:2912,2012-12-07T00:00:00Z,2012-12-07,42.97055,25.24944,590,cave,Farfula,Rhinolophus hipposideros,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:2913,2012-12-07T00:00:00Z,2012-12-07,42.97055,25.24944,590,cave,Farfula,Rhinolophus hipposideros,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:2914,2013-09-18T00:00:00Z,2013-09-18,41.99007,24.4694,320,building,Farm building below the Krichim Reservoir,Rhinolophus sp.,,,,,0,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2915,2011-04-08T00:00:00Z,2011-04-08,41.91381,24.70458,960,building,Farm building used periodically,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,Ivan Prodanov,,
BG:BATDATA:2916,2010-06-26T00:00:00Z,2010-06-26,42.94566,26.75055,360,building,Forest home in the valley of the r. Eleshnitsa,Myotis emarginatus,,0,,,1,roost observation,,,,,
BG:BATDATA:2917,2012-03-08T00:00:00Z,2012-03-08,41.59268,23.55084,1035,building,Forest house on the road to h. Pirin,Vespertilio murinus,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:2918,2012-06-23T00:00:00Z,2012-06-23,42.28488,23.9365,704,mine,"Forest near Guest House ""Batakliata""",Miniopterus schreibersii,,,,,2875,roost observation,,Antonia Hubancheva,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:2919,2002-10-08T00:00:00Z,2002-10-08,41.71611,24.03394,1300,forest,Forest next to Dospat Dam,Myotis nattereri,,0,1,,2,roost observation,,,,,
BG:BATDATA:2920,1999-03-10T00:00:00Z,1999-03-10,43.67585,26.16617,140,building,"Forest next to Guest House ""Batakliata""",Pipistrellus nathusii,,,,,1,roost observation,,,,,
BG:BATDATA:2921,1999-03-10T00:00:00Z,1999-03-10,43.67585,26.16617,140,building,"Forest next to Guest House ""Batakliata""",Pipistrellus pipistrellus,,,,,1,roost observation,,,,,
BG:BATDATA:2922,2003-05-13T00:00:00Z,2003-05-13,42.91436,27.55969,300,forest,Forest of hornbeam (Quercus cerris),Myotis bechsteinii,,4,,,8,roost observation,,,,,
BG:BATDATA:2923,2009-04-15T00:00:00Z,2009-04-15,42.91613,27.79693,100,forest,Forest of Quercus+Fagus orientalis,Myotis bechsteinii,,1,5,,12,roost observation,,,,,
BG:BATDATA:2924,2007-01-10T00:00:00Z,2007-01-10,43.64842,26.23175,172,road,Forest road Tsar Kaloyan,Myotis bechsteinii,,1,,,2,roost observation,,,,,
BG:BATDATA:2925,2007-12-09T00:00:00Z,2007-12-09,43.64842,26.23175,172,road,Forest road Tsar Kaloyan,Myotis bechsteinii,,2,,,4,roost observation,,,,,
BG:BATDATA:2926,2012-06-24T00:00:00Z,2012-06-24,42.59859,23.23746,1550,building,Forestry Rest Station,Hypsugo savii,,1,,,1,capturing,,Rumyana Metcheva,,,
BG:BATDATA:2927,2012-06-24T00:00:00Z,2012-06-24,42.59859,23.23746,1550,building,Forestry Rest Station,Hypsugo savii,,,,,1,roost observation,,Rumyana Metcheva,,,
BG:BATDATA:2928,2000-11-11T00:00:00Z,2000-11-11,41.56054,24.43712,1352,cave,Forgovo 1,Rhinolophus hipposideros,,0,,,6,roost observation,,,,,
BG:BATDATA:2929,2005-09-18T00:00:00Z,2005-09-18,41.56054,24.43712,1352,cave,Forgovo 1,Myotis myotis/blythii,,0,,,3,roost observation,,,,,
BG:BATDATA:2930,2005-09-18T00:00:00Z,2005-09-18,41.56054,24.43712,1352,cave,Forgovo 1,Rhinolophus ferrumequinum,,0,,,1,roost observation,,,,,
BG:BATDATA:2931,2005-09-18T00:00:00Z,2005-09-18,41.56054,24.43712,1352,cave,Forgovo 1,Rhinolophus hipposideros,,0,,,4,roost observation,,,,,
BG:BATDATA:2932,2012-05-10T00:00:00Z,2012-05-10,43.23928,24.0151,163,building,"Former BF station at SU, village. Reselets",Rhinolophus ferrumequinum,,,,,1,roost observation,,Antonia Hubancheva,Svilen Delchev,,
BG:BATDATA:2933,2012-05-10T00:00:00Z,2012-05-10,43.23928,24.0151,163,building,"Former BF station at SU, village. Reselets",Rhinolophus hipposideros,,,,,10,roost observation,,Antonia Hubancheva,Svilen Delchev,,
BG:BATDATA:2934,2012-05-10T00:00:00Z,2012-05-10,43.23928,24.0151,163,building,"Former BF station at SU, village. Reselets",Rhinolophus hipposideros,,,1,,2,capturing,,Antonia Hubancheva,Svilen Delchev,,
BG:BATDATA:2935,2012-05-10T00:00:00Z,2012-05-10,43.23928,24.0151,163,building,"Former BF station at SU, village. Reselets",Eptesicus serotinus,,,1,,1,capturing,,Antonia Hubancheva,Svilen Delchev,,
BG:BATDATA:2936,2013-06-07T00:00:00Z,2013-06-07,41.93897,24.85981,500,building,Former Dimitrovgrad pioneer camp,Plecotus sp.,,,,,0,roost observation,,Slaveya Stoicheva,Stoyan Goranov,,
BG:BATDATA:2937,2013-06-07T00:00:00Z,2013-06-07,41.93897,24.85981,500,building,Former Dimitrovgrad pioneer camp,Rhinolophus sp.,,,,,0,roost observation,,Slaveya Stoicheva,Stoyan Goranov,,
BG:BATDATA:2938,2013-09-13T00:00:00Z,2013-09-13,41.93885,24.8599,426,building,Former Dimitrovgrad pioneer camp,Rhinolophus hipposideros,,,,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:2939,2013-09-13T00:00:00Z,2013-09-13,41.93885,24.8599,426,building,Former Dimitrovgrad pioneer camp,Myotis emarginatus,,1,,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:2940,2013-09-13T00:00:00Z,2013-09-13,41.93885,24.8599,426,building,Former Dimitrovgrad pioneer camp,Hypsugo savii,,1,,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:2941,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Rhinolophus hipposideros,,,,,3,roost observation,,Slaveya Stoicheva,Nia Toshkova,,
BG:BATDATA:2942,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Nia Toshkova,Apostol Karaganchev,
BG:BATDATA:2943,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Plecotus austriacus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2944,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Plecotus austriacus,,,1,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2945,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Myotis myotis,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2946,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Plecotus austriacus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2947,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Plecotus austriacus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2948,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Myotis cf aurascens,,,1,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2949,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Pipistrellus pipistrellus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2950,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Pipistrellus pipistrellus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2951,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Plecotus austriacus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2952,2012-08-15T00:00:00Z,2012-08-15,42.11471,25.35394,119,building,"former hotel-restaurant ""Maritsa""",Myotis myotis/blythii,,,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:2953,2008-02-10T00:00:00Z,2008-02-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,0,,,10,roost observation,,,,,
BG:BATDATA:2954,2008-02-10T00:00:00Z,2008-02-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,80,roost observation,,,,,
BG:BATDATA:2955,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Eptesicus serotinus,,1,,,2,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2956,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,60,371,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2957,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,,50,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2958,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,,,,87,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2959,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,,,23,243,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2960,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,,,15,31,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2961,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,146,360,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2962,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,,70,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2963,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Miniopterus schreibersii,,,,,23,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2964,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,,,,280,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2965,2014-04-08T00:00:00Z,2014-04-08,41.96959,24.8629,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,,,40,130,roost observation,,Slaveya Stoicheva,,Andreana Dicheva,
BG:BATDATA:2966,2008-06-10T00:00:00Z,2008-06-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,1,,,2,roost observation,,,,,
BG:BATDATA:2967,2008-06-10T00:00:00Z,2008-06-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,0,roost observation,,,,,
BG:BATDATA:2968,2008-06-10T00:00:00Z,2008-06-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,25,roost observation,,,,,
BG:BATDATA:2969,2008-06-10T00:00:00Z,2008-06-10,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,50,roost observation,,,,,
BG:BATDATA:2970,2008-10-08T00:00:00Z,2008-10-08,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,1,roost observation,,,,,
BG:BATDATA:2971,2008-10-08T00:00:00Z,2008-10-08,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,1,,2,found dead,,,,,
BG:BATDATA:2972,2008-10-08T00:00:00Z,2008-10-08,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,500,roost observation,,,,,
BG:BATDATA:2973,2008-10-09T00:00:00Z,2008-10-09,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,0,roost observation,,,,,
BG:BATDATA:2974,2008-10-09T00:00:00Z,2008-10-09,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,10,roost observation,,,,,
BG:BATDATA:2975,2008-10-09T00:00:00Z,2008-10-09,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,270,roost observation,,,,,
BG:BATDATA:2976,2008-10-09T00:00:00Z,2008-10-09,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,0,,,8,roost observation,,,,,
BG:BATDATA:2977,2008-10-09T00:00:00Z,2008-10-09,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,0,,,8,roost observation,,,,,
BG:BATDATA:2978,2014-12-09T00:00:00Z,2014-12-09,41.96939,24.8631,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis bechsteinii,,1,,,2,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:2979,2014-12-09T00:00:00Z,2014-12-09,41.96939,24.8631,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,6,326,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:2980,2014-12-09T00:00:00Z,2014-12-09,41.96939,24.8631,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,,,,170,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:2981,2014-12-09T00:00:00Z,2014-12-09,41.96939,24.8631,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,,,,12,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:2982,2014-12-09T00:00:00Z,2014-12-09,41.96939,24.8631,297,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Miniopterus schreibersii,,,,,14,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:2983,2012-09-18T00:00:00Z,2012-09-18,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,,80,roost observation,,Slaveya Stoicheva,,Apostol Karaganchev,
BG:BATDATA:2984,2012-09-18T00:00:00Z,2012-09-18,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,,,,13,roost observation,,Slaveya Stoicheva,,Apostol Karaganchev,
BG:BATDATA:2985,2012-09-18T00:00:00Z,2012-09-18,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,,200,roost observation,,Slaveya Stoicheva,,Apostol Karaganchev,
BG:BATDATA:2986,2012-09-18T00:00:00Z,2012-09-18,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,,,,60,roost observation,,Slaveya Stoicheva,,Apostol Karaganchev,
BG:BATDATA:2987,2012-09-18T00:00:00Z,2012-09-18,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,,,,1,roost observation,,Slaveya Stoicheva,,Apostol Karaganchev,
BG:BATDATA:2988,2010-05-21T00:00:00Z,2010-05-21,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,0,,,30,roost observation,,,,,
BG:BATDATA:2989,2010-05-21T00:00:00Z,2010-05-21,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus euryale,,0,,,0,acoustic,,,,,
BG:BATDATA:2990,2010-05-21T00:00:00Z,2010-05-21,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,400,roost observation,,,,,
BG:BATDATA:2991,2010-05-21T00:00:00Z,2010-05-21,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,0,,,20,roost observation,,,,,
BG:BATDATA:2992,2006-06-27T00:00:00Z,2006-06-27,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,0,,,200,roost observation,,,,,
BG:BATDATA:2993,2006-06-27T00:00:00Z,2006-06-27,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,0,,,60,roost observation,,,,,
BG:BATDATA:2994,2011-07-31T00:00:00Z,2011-07-31,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus hipposideros,,,,,26,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:2995,2011-07-31T00:00:00Z,2011-07-31,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus ferrumequinum,,,,,1000,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:2996,2011-07-31T00:00:00Z,2011-07-31,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Rhinolophus sp.,,,,,20,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:2997,2011-07-31T00:00:00Z,2011-07-31,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis emarginatus,,,,,200,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:2998,2011-07-31T00:00:00Z,2011-07-31,41.96959,24.8629,345,bunker ,Former mushroom farms/bunkers next to the Bachkovo Hydroelectric Plant,Myotis myotis/blythii,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:2999,2012-09-15T00:00:00Z,2012-09-15,41.96227,24.89063,1046,building,Former Pioneer Camp Gonda Voda,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:3000,2012-09-15T00:00:00Z,2012-09-15,41.96227,24.89063,1046,building,Former Pioneer Camp Gonda Voda,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:3001,2012-09-05T00:00:00Z,2012-09-05,42.02622,26.86799,391,bunker ,"Fortified position / Bunkers complex, village of Krajnovo",Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,Pavlin Zhelev,Georgi Dilovski,
BG:BATDATA:3002,2015-08-07T00:00:00Z,2015-08-07,43.23075,24.98109,353,cave,Futiovata  Peshtera,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Stoyan Goranov,Silvia Krosneva,
BG:BATDATA:3003,2010-06-07T00:00:00Z,2010-06-07,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus euryale,,0,,,8,roost observation,,,,,
BG:BATDATA:3004,2012-02-13T00:00:00Z,2012-02-13,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus hipposideros,,,,,5,roost observation,,Boyan Petrov,Aneliya Pavlova,,
BG:BATDATA:3005,2012-02-13T00:00:00Z,2012-02-13,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus euryale,,,,,49,roost observation,,Boyan Petrov,Aneliya Pavlova,,
BG:BATDATA:3006,2012-02-13T00:00:00Z,2012-02-13,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus ferrumequinum,,,,,14,roost observation,,Boyan Petrov,Aneliya Pavlova,,
BG:BATDATA:3007,2012-06-21T00:00:00Z,2012-06-21,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus mehelyi,,1,,,1,capturing,,Boyan Petrov,Iliana Aleksandrova,Vladimir Karadakov,
BG:BATDATA:3008,2012-06-21T00:00:00Z,2012-06-21,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus ferrumequinum,,1,,,1,capturing,,Boyan Petrov,Iliana Aleksandrova,Vladimir Karadakov,
BG:BATDATA:3009,2012-06-21T00:00:00Z,2012-06-21,43.23079,24.98112,341,cave,Futiovata  Peshtera,Myotis blythii,,1,,,1,capturing,,Boyan Petrov,Iliana Aleksandrova,Vladimir Karadakov,
BG:BATDATA:3010,2012-06-21T00:00:00Z,2012-06-21,43.23079,24.98112,341,cave,Futiovata  Peshtera,Rhinolophus euryale,,2,,,2,capturing,,Boyan Petrov,Iliana Aleksandrova,Vladimir Karadakov,
