ID,date (DD/MM/YYYY),eventDate,"latitude (decimal degrees, YY.YYYYY)","longitude (decimal degrees, XX.XXXXX)",alt (m),site type,site name,species,development,male,female,juv,counts,method,notes,data owner 1,data owner 2,data owner 3,refference
BG:BATDATA:2756,2015-06-20T00:00:00Z,2015-06-20,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus euryale,,,,,50,roost observation,,Stanimira Deleva,Stoyan Goranov,,
BG:BATDATA:2757,2015-06-20T00:00:00Z,2015-06-20,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus blasii,,,,,50,roost observation,,Stanimira Deleva,Stoyan Goranov,,
BG:BATDATA:2758,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus blasii,,5,6,,22,roost observation,,,,,
BG:BATDATA:2759,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus euryale,,20,28,,96,roost observation,,,,,
BG:BATDATA:2760,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus ferrumequinum,,3,4,,14,roost observation,,,,,
BG:BATDATA:2761,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus ferrumequinum,,,,,30,roost observation,,,,,
BG:BATDATA:2762,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus hipposideros,,,,,11,roost observation,,,,,
BG:BATDATA:2763,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Myotis myotis/blythii,,,,,3,roost observation,,,,,
BG:BATDATA:2764,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Myotis capaccinii,,,,,1,roost observation,,,,,
BG:BATDATA:2765,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus mehelyi,,5,0,,10,roost observation,,,,,
BG:BATDATA:2766,2009-09-23T00:00:00Z,2009-09-23,42.164,27.43236,244,cave,Elenina Dupka,Rhinolophus hipposideros,,,,,1,roost observation,,,,,
BG:BATDATA:2767,2014-01-09T23:00:00Z,2014-01-10,42.164,27.43236,244,cave,Elenina dupka,Rhinolophus blasii,adult,,,,15,roost observation,,Stanimira Deleva,Angel Ivanov,,old database 
BG:BATDATA:2768,2023-02-10T23:00:00Z,2023-02-11,42.164,27.43236,244,cave,Elenina dupka,Rhinolophus media,,,,,150,roost observation,Rh.euryale or Rh.blasii or Rh.mehelyi,Stanimira Deleva,Angel Ivanov,,PUDOOS project
BG:BATDATA:2769,1993-07-22T00:00:00Z,1993-07-22,42.12081,23.27767,920,river,Eleshnitsa River above the village of Pastra,Hypsugo savii,,1,,,1,capturing,,,,,
BG:BATDATA:2770,1992-01-01T00:00:00Z,1992-01-01,43.08318,25.21652,163,cave,Emenskata Peshtera,Eptesicus serotinus,,,,,10,roost observation,,,,,
BG:BATDATA:2771,1984-01-06T00:00:00Z,1984-01-06,43.08318,25.21652,163,cave,Emenskata Peshtera,Nyctalus leisleri,,,,,0,roost observation,,,,,
BG:BATDATA:2772,2015-05-07T00:00:00Z,2015-05-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,150,roost observation,,Boyan Petrov,,,
BG:BATDATA:2773,2015-05-07T00:00:00Z,2015-05-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,,,1610,roost observation,,Boyan Petrov,,,
BG:BATDATA:2774,2015-05-07T00:00:00Z,2015-05-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,,1230,roost observation,,Boyan Petrov,,,
BG:BATDATA:2775,2015-05-07T00:00:00Z,2015-05-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis capaccinii,,,,,27,roost observation,,Boyan Petrov,,,
BG:BATDATA:2776,1998-05-15T00:00:00Z,1998-05-15,43.08318,25.21652,163,cave,Emenskata Peshtera,Eptesicus serotinus,,,1,,1,capturing,,,,,
BG:BATDATA:2777,2010-05-16T00:00:00Z,2010-05-16,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,0,,,130,roost observation,,,,,
BG:BATDATA:2778,2010-05-16T00:00:00Z,2010-05-16,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,0,,,6,roost observation,,,,,
BG:BATDATA:2779,2010-05-16T00:00:00Z,2010-05-16,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,0,,,40,roost observation,,,,,
BG:BATDATA:2780,2010-05-16T00:00:00Z,2010-05-16,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,0,,,252,roost observation,,,,,
BG:BATDATA:2781,1997-01-02T00:00:00Z,1997-01-02,43.08318,25.21652,163,cave,Emenskata Peshtera,Nyctalus noctula,,,,,200,roost observation,,,,,
BG:BATDATA:2782,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2783,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2784,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2785,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2786,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2787,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2788,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2789,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2790,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2791,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2792,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2793,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,,1,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2794,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2795,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,1,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2796,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,1,1,2,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2797,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,,1,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2798,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2799,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2800,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2801,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2802,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2803,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2804,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus mehelyi,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2805,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2806,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2807,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2808,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2809,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2810,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2811,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2812,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2813,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2814,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2815,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2816,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2817,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2818,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2819,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2820,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,,,1,roost observation,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2821,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2822,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2823,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2824,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2825,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2826,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2827,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,,1,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2828,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2829,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2830,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2831,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2832,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2833,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2834,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Nyctalus noctula,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2835,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,,,,1,roost observation,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2836,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis emarginatus,,,1,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2837,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,1,,,1,capturing,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2838,2012-08-07T00:00:00Z,2012-08-07,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,,1,roost observation,,Krasimir Kirov,Teodor Kisimov,,
BG:BATDATA:2839,2000-04-19T00:00:00Z,2000-04-19,43.08318,25.21652,163,cave,Emenskata Peshtera,Nyctalus noctula,,,,,1,roost observation,,,,,
BG:BATDATA:2840,1998-02-21T00:00:00Z,1998-02-21,43.08318,25.21652,163,cave,Emenskata Peshtera,Nyctalus noctula,,,,,200,roost observation,,,,,
BG:BATDATA:2841,2012-02-22T00:00:00Z,2012-02-22,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus hipposideros,,,,,5,roost observation,,Krasimir Kirov,,,
BG:BATDATA:2842,2012-02-22T00:00:00Z,2012-02-22,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,3,roost observation,,Krasimir Kirov,,,
BG:BATDATA:2843,2015-05-18T00:00:00Z,2015-05-18,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,5,roost observation,,Boyan Petrov,Stoyan Goranov,,
BG:BATDATA:2844,2015-05-18T00:00:00Z,2015-05-18,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus euryale,,,,,40,roost observation,,Boyan Petrov,Stoyan Goranov,,
BG:BATDATA:2845,2015-05-18T00:00:00Z,2015-05-18,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,,,,70,roost observation,,Boyan Petrov,Stoyan Goranov,,
BG:BATDATA:2846,2015-05-18T00:00:00Z,2015-05-18,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,,1,roost observation,,Boyan Petrov,Stoyan Goranov,,
BG:BATDATA:2847,2010-12-23T00:00:00Z,2010-12-23,43.08318,25.21652,163,cave,Emenskata Peshtera,Eptesicus serotinus,,1,,,2,roost observation,,,,,
BG:BATDATA:2848,2010-12-23T00:00:00Z,2010-12-23,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis,,0,,,21,roost observation,,,,,
BG:BATDATA:2849,2010-12-23T00:00:00Z,2010-12-23,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,0,,,3,roost observation,,,,,
BG:BATDATA:2850,2010-06-27T00:00:00Z,2010-06-27,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,0,,,100,roost observation,,,,,
BG:BATDATA:2851,2010-06-27T00:00:00Z,2010-06-27,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,0,,,1200,roost observation,,,,,
BG:BATDATA:2852,2010-06-27T00:00:00Z,2010-06-27,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,0,,,700,roost observation,,,,,
BG:BATDATA:2853,2010-06-27T00:00:00Z,2010-06-27,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus media,,0,,,800,roost observation,,,,,
BG:BATDATA:2854,2010-09-29T00:00:00Z,2010-09-29,43.08318,25.21652,163,cave,Emenskata Peshtera,Miniopterus schreibersii,,0,,,400,roost observation,,,,,
BG:BATDATA:2855,2010-09-29T00:00:00Z,2010-09-29,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis blythii,,0,,,1,roost observation,,,,,
BG:BATDATA:2856,2010-09-29T00:00:00Z,2010-09-29,43.08318,25.21652,163,cave,Emenskata Peshtera,Myotis myotis/blythii,,0,,,100,roost observation,,,,,
BG:BATDATA:2857,2010-09-29T00:00:00Z,2010-09-29,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,0,,,60,roost observation,,,,,
BG:BATDATA:2858,2010-09-29T00:00:00Z,2010-09-29,43.08318,25.21652,163,cave,Emenskata Peshtera,Rhinolophus media,,0,,,50,roost observation,,,,,
BG:BATDATA:2859,2022-03-12T23:00:00Z,2022-03-13,43.13863,25.36087,237,cave,Emenskata Peshtera,Miniopterus schreibersii,,,,,,roost observation,,Stanimira Deleva,Siana Markova,,PUDOOS project
BG:BATDATA:2860,2022-03-12T23:00:00Z,2022-03-13,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,50,roost observation,,Stanimira Deleva,Siana Markova,,PUDOOS project
BG:BATDATA:2861,2022-03-12T23:00:00Z,2022-03-13,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus media,,,,,3,roost observation,Rh.euryale or Rh.blasii or Rh.mehelyi,Stanimira Deleva,Siana Markova,,PUDOOS project
BG:BATDATA:2862,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,500,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2863,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus media,,,,,460,roost observation,Rh.euryale or Rh.blasii or Rh.mehelyi,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2864,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Miniopterus schreibersii,,,,,100,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2865,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus ferrumequinum,,,,,83,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2866,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis emarginatus,,,,,33,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2867,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis capaccinii,,,,,20,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2868,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis sp.,,,,,19,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2869,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,,5,roost observation,,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2870,2022-06-24T22:00:00Z,2022-06-25,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus media,,,,,2,roost observation,Rh.euryale or Rh.blasii or Rh.mehelyi,Stanimira Deleva,Angel Ivanov,Maksim Kolev,PUDOOS project
BG:BATDATA:2871,2023-06-02T22:00:00Z,2023-06-03,43.13863,25.36087,237,cave,Emenskata Peshtera,Rhinolophus media,,,,,412,roost observation,Rh.euryale or Rh.blasii or Rh.mehelyi,,,,PUDOOS project
BG:BATDATA:2872,2023-06-02T22:00:00Z,2023-06-03,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis capaccinii,,,,,190,roost observation,,,,,PUDOOS project
BG:BATDATA:2873,2023-06-02T22:00:00Z,2023-06-03,43.13863,25.36087,237,cave,Emenskata Peshtera,Miniopterus schreibersii,,,,,24,roost observation,,,,,PUDOOS project
BG:BATDATA:2874,2023-06-02T22:00:00Z,2023-06-03,43.13863,25.36087,237,cave,Emenskata Peshtera,Myotis myotis/blythii,,,,,46,roost observation,,,,,PUDOOS project
BG:BATDATA:2875,1993-06-11T00:00:00Z,1993-06-11,41.6937,24.32664,1130,cave,Eminovata Peshtera,Eptesicus serotinus,,0,,,1,roost observation,,,,,
BG:BATDATA:2876,1993-06-11T00:00:00Z,1993-06-11,41.6937,24.32664,1130,cave,Eminovata Peshtera,Hypsugo savii,,0,,,2,roost observation,,,,,
BG:BATDATA:2877,1993-07-10T00:00:00Z,1993-07-10,41.6937,24.32664,1130,cave,Eminovata Peshtera,Rhinolophus ferrumequinum,,0,,,7,roost observation,,,,,
BG:BATDATA:2878,1996-09-15T00:00:00Z,1996-09-15,41.6937,24.32664,1130,cave,Eminovata Peshtera,Rhinolophus ferrumequinum,,0,,,2,roost observation,,,,,
BG:BATDATA:2879,2005-07-10T00:00:00Z,2005-07-10,41.83016,24.88163,644,cave,Er Kyupria (rock bridge),Nyctalus leisleri,,1,,,1,capturing,,,,,
BG:BATDATA:2880,2011-09-17T00:00:00Z,2011-09-17,41.83016,24.88163,705,cave,Er Kyupria (rock bridge),Pipistrellus sp.,,,1,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:2881,2011-09-17T00:00:00Z,2011-09-17,41.83016,24.88163,705,cave,Er Kyupria (rock bridge),Myotis daubentonii,,1,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:2882,2011-09-17T00:00:00Z,2011-09-17,41.83016,24.88163,705,cave,Er Kyupria (rock bridge),Pipistrellus pipistrellus,,,1,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:2883,2011-09-17T00:00:00Z,2011-09-17,41.83016,24.88163,705,cave,Er Kyupria (rock bridge),Pipistrellus sp.,,,1,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:2884,2011-09-17T00:00:00Z,2011-09-17,41.83016,24.88163,705,cave,Er Kyupria (rock bridge),Myotis daubentonii,,1,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:2885,2001-08-30T00:00:00Z,2001-08-30,41.83016,24.88163,644,cave,Er Kyupria (rock bridge),Myotis capaccinii,,1,1,,2,capturing,,,,,
BG:BATDATA:2886,2001-08-30T00:00:00Z,2001-08-30,41.83016,24.88163,644,cave,Er Kyupria (rock bridge),Pipistrellus pipistrellus,,1,,,1,capturing,,,,,
BG:BATDATA:2887,2012-09-21T00:00:00Z,2012-09-21,41.57267,25.5197,384,volcanic cave,Erdzhan Dupka (Harman Kaya),Rhinolophus ferrumequinum,,,,,200,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:2888,2001-04-20T00:00:00Z,2001-04-20,43.82086,27.59563,94,cave,Ergele Peshtera,Myotis daubentonii,,,3,,3,capturing,,,,,
BG:BATDATA:2889,2001-04-20T00:00:00Z,2001-04-20,43.82086,27.59563,94,cave,Ergele Peshtera,Eptesicus serotinus,,,1,,1,capturing,,,,,
BG:BATDATA:2890,2012-08-30T00:00:00Z,2012-08-30,42.85092,26.10053,564,cave,Eskana,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,Teodor Atanasov,,
BG:BATDATA:2891,1999-01-10T00:00:00Z,1999-01-10,43.83312,25.92976,18,river,Estuary of the r. Cherni Lom,Nyctalus noctula,,,,,0,unknown,,,,,
